"Journal No.","Conditions of Sale","ISSN","Journal Title","Remarks","Vol.     
Nos","Total no. of Vols","Issues P/A","Rest of World - USD","USA - USD","Canada - USD","Mexico - USD","Subject Area         "
00583,"Oxford","0145-2126","Leukemia Research",,"34",1,12,"3330",,,,"Medicine"
07459,"Oxford","0740-8188","Library & Information Science Research",,"32",1,4,"447",,,,"Social and Behavioral Sciences"
00293,"Oxford","1464-9055","Library Collections, Acquisitions, and Technical Services",,"34",1,4,"384",,,,"Social and Behavioral Sciences"
07538,"Oxford","0024-3205","Life Sciences
Also available as part of the Pharmacology Packages",,"86-87",2,52,"7095",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
10033,"Jena","0075-9511","Limnologica",,"40",1,4,"517",,,,"Environmental Sciences"
07738,"Oxford","0024-3795","Linear Algebra and its Applications",,"432-433",2,24,"5467",,,,"Mathematics"
05295,"Oxford","0024-3841","Lingua",,"120",1,12,"1348",,,,"Social and Behavioral Sciences"
07460,"Oxford","0898-5898","Linguistics and Education
Discounted subscription rates are available to the members of the American Association for Applied Linguistics (AAAL), the British Association for Applied Linguistics (BAAL) and the Japan Association for Language Teaching. For more information please contact your regional sales office.",,"21",1,4,"348",,,,"Social and Behavioral Sciences"
05348,"Oxford","0024-4937","Lithos",,"114-120",7,28,"1956",,,,"Earth and Planetary Sciences"
05118,"Oxford","1871-1413","Livestock Science",,"127-134",8,24,"2242",,,,"Agricultural and Biological Sciences"
00358,"Oxford","0024-6301","Long Range Planning",,"43",1,6,"1860",,,,"Economics, Business and Management"
08036,"Oxford","0169-5002","Lung Cancer",,"67-70",4,12,"2856",,,,"Medicine"
07540,"Orlando, FL","0730-725X","Magnetic Resonance Imaging",,"28",1,10,"2242","1,995",,,"Medicine"
13080,"Orlando, FL","1064-9689","Magnetic Resonance Imaging Clinics of North America",,"18",1,4,"571",455,571,,"Medicine"
10034,"Jena","1616-5047","Mammalian Biology",,"75",1,6,"537",,,,"Agricultural and Biological Sciences"
12677,"Oxford","1044-5005","Management Accounting Research",,"21",1,4,"453",,,,"Economics, Business and Management"
12750,"Oxford","1356-689X","Manual Therapy",,"15",1,6,"599",,,,"Medicine"
05349,"Oxford","0304-4203","Marine Chemistry",,"118-122",5,20,"2813",,,,"Earth and Planetary Sciences"
02039,"Oxford","0141-1136","Marine Environmental Research",,"69-70",2,10,"2017",,,,"Environmental Sciences"
08624,"Oxford","1874-7787","Marine Genomics",,"3",1,4,"456",,,,"Agricultural and Biological Sciences"
05350,"Oxford","0025-3227","Marine Geology",,"269-279",11,44,"4569",,,,"Earth and Planetary Sciences"
05351,"Oxford","0377-8398","Marine Micropaleontology",,"74-77",4,16,"1778",,,,"Earth and Planetary Sciences"
03065,"Oxford","0308-597X","Marine Policy",,"34",1,6,"1230",,,,"Social and Behavioral Sciences"
00400,"Oxford","0025-326X","Marine Pollution Bulletin
Also available as part of the Environmental Science Package - Option 1",,"60-61",2,24,"1817",,,,"Environmental Sciences"
02038,"Oxford","0951-8339","Marine Structures",,"23",1,4,"1795",,,,"Engineering, Energy and Technology"
03064,"Oxford","0264-8172","Marine and Petroleum Geology",,"27",1,10,"2549",,,,"Earth and Planetary Sciences"
03066,"Oxford","0261-3069","Materials & Design",,"31",1,10,"1418",,,,"Materials Science"
07744,"Oxford","1044-5803","Materials Characterization",,"61",1,12,"1360",,,,"Materials Science"
06025,"Oxford","0254-0584","Materials Chemistry and Physics",,"119-124",6,18,"4223",,,,"Materials Science"
05208,"Oxford","0167-577X","Materials Letters",,"64",1,24,"3429",,,,"Materials Science"
00313,"Oxford","0025-5408","Materials Research Bulletin",,"45",1,12,"2974",,,,"Materials Science"
06043,"Oxford",,"Materials Science and Engineering A with R: Reports (Combined Subscription)",,"2010",5,54,"11887",,,,"Materials Science"
06044,"Oxford",,"Materials Science and Engineering B with R: Reports (Combined Subscription)",,"2010",14,54,"6794",,,,"Materials Science"
06042,"Oxford",,"Materials Science and Engineering, A, B, C and R: Reports (Combined Subscription)",,"2010",16,92,"18748",,,,"Materials Science"
06026,"Oxford","0921-5093","Materials Science and Engineering: A",,"527",1,30,"11342",,,,"Materials Science"
06027,"Oxford","0921-5107","Materials Science and Engineering: B",,"166-175",10,30,"5202",,,,"Materials Science"
06028,"Oxford","0928-4931","Materials Science and Engineering: C",,"30",1,8,"2673",,,,"Materials Science"
06029,"Oxford","0927-796X","Materials Science and Engineering: R: Reports",,"68-71",4,24,"1754",,,,"Materials Science"
01030,"Oxford","1369-8001","Materials Science in Semiconductor Processing
Also available as part of Solid-State Electronics",,"13",1,6,"581",,,,"Materials Science"
01058,"Oxford",,"Materials Science in Semiconductor Processing with Solid-State Electronics (Combined Subscription)",,"2010",2,18,"4207",,,,"Materials Science"
03069,"Oxford","1369-7021","Materials Today",,"13",1,12,"246",,,,"Materials Science"
07741,"Oxford","0025-5564","Mathematical Biosciences",,"223-228",6,12,"3863",,,,"Agricultural and Biological Sciences"
05410,"Oxford","0165-4896","Mathematical Social Sciences",,"59-60",2,6,"1409",,,,"Economics, Business and Management"
00623,"Oxford","0895-7177","Mathematical and Computer Modelling",,"51-52",2,24,"4095",,,,"Mathematics"
05296,"Oxford","0378-4754","Mathematics and Computers in Simulation",,"80",1,12,"2559",,,,"Computer Science"
05297,"Oxford",,"Mathematics and Computers in Simulation with Applied Numerical Mathematics (Combined Subscription)",,"2010",2,24,"4292",,,,"Computer Science"
05547,"Oxford","0945-053X","Matrix Biology",,"29",1,8,"991",,,,"Life Sciences"
08037,"Oxford","0378-5122","Maturitas",,"65-67",3,12,"1719",,,,"Medicine"
05411,"Oxford","0263-2241","Measurement",,"43",1,10,"1594",,,,"Engineering, Energy and Technology"
02040,"Oxford","0309-1740","Meat Science",,"84-86",3,12,"3134",,,,"Agricultural and Biological Sciences"
12661,"Oxford","0888-3270","Mechanical Systems and Signal Processing",,"24",1,8,"1393",,,,"Engineering, Energy and Technology"
00374,"Oxford","0093-6413","Mechanics Research Communications",,"37",1,8,"1926",,,,"Engineering, Energy and Technology"
05210,"Oxford","0167-6636","Mechanics of Materials",,"42",1,12,"2290",,,,"Materials Science"
00303,"Oxford","0094-114X","Mechanism and Machine Theory",,"45",1,12,"3412",,,,"Engineering, Energy and Technology"
08038,"Oxford","0047-6374","Mechanisms of Ageing and Development",,"131",1,12,"4186",,,,"Life Sciences"
08146,"Oxford",,"Mechanisms of Ageing and Development with Ageing Research Reviews (Combined Subscription)",,"2010",2,16,"4603",,,,"Life Sciences"
08039,"Oxford","0925-4773","Mechanisms of Development",,"127",1,12,"3021",,,,"Life Sciences"
08150,"Oxford",,"Mechanisms of Development with Gene Expression Patterns (Combined Subscription)",,"2010",2,20,"4767",,,,"Life Sciences"
00933,"Oxford","0957-4158","Mechatronics",,"20",1,8,"1534",,,,"Engineering, Energy and Technology"
09046,"Paris","1246-7391","Medecine & Droit",,"100-105",6,6,"236",,,,"Medicine"
15361,"Oxford","Pending","Medecine & longevite",,"2",1,4,"167",,,,"Medicine"
09149,"Paris","0928-1258","Medecine Nucleaire - Imagerie Fonctionnelle et Metabolique",,"34",1,12,"278",,,,"Medicine"
15102,"Paris","1636-6522","Medecine Palliative",,"9",1,6,"238",,,,"Medicine"
09377,"Oxford","1957-2557","Medecine des Maladies Metaboliques",,"4",1,4,"254",,,,"Medicine"
15859,"Oxford","1769-4493","Medecine du Sommeil",,"7",1,4,"155",,,,"Medicine"
09073,"Paris","0399-077X","Medecine et Maladies Infectieuses",,"40",1,12,"478",,,,"Medicine"
13238,"Orlando, FL","0025-7125","Medical Clinics of North America",,"94",1,6,"469",361,469,,"Medicine"
07539,"Orlando, FL","0958-3947","Medical Dosimetry",,"35",1,4,"667",599,,,"Medicine"
03068,"Oxford","1350-4533","Medical Engineering & Physics",,"32",1,10,"2272",,,,"Medicine"
12718,"Oxford","0306-9877","Medical Hypotheses",,"74-75",2,12,"1978",,,,"Medicine"
05559,"Oxford","1361-8415","Medical Image Analysis",,"14",1,6,"993",,,,"Computer Science"
10046,"Jena","1615-1615","Medical Laser Application",,"25",1,4,"506",,,,"Medicine"
15716,"Oxford","0025-7753","Medicina Clinica",,"133",2,40,,,,,"Multidiscipline"
,"Oxford","0210-5691","Medicina Intensiva",,"34",1,9,,,,,"Multidiscipline"
04265,,"1357-3039","Medicine",,"38",1,12,"704",,,,"Medicine"
,"Oxford","0304-5412","Medicine - Programa de Formacion Medica Continuada Acreditado",,,,,,,,,"Multidiscipline"
02095,"Oxford","0958-2118","Membrane Technology",,"2010",1,12,"1297",,,,"Chemistry and Chemical Engineering"
08605,"Oxford","0959-9436","Mendeleev Communications",,"20",1,6,"1163",,,,"Chemistry and Chemical Engineering"
05607,"Oxford","1755-2966","Mental Health and Physical Activity",,"3",1,2,"190",,,,"Social and Behavioral Sciences"
12089,"Oxford","1096-7176","Metabolic Engineering",,"12",1,6,"396",,,,"Life Sciences"
13252,"Orlando, FL","0026-0495","Metabolism",,"59",1,12,"1001",748,,,"Medicine"
07745,"Cambey &amp;  West","0026-0576","Metal Finishing
(plus two annual directories) 
Please order from Cambey & West, 120 North Route 9W, Congers, NY 10920-1729, USA",,"108",1,12,"270",117,165,165,"Materials Science"
02097,"Oxford","0026-0657","Metal Powder Report",,"65",1,11,"617",,,,"Materials Science"
05461,"Oxford","1873-1988","Metamaterials",,"4",1,4,"387",,,,"Physics and Astronomy"
12092,"Oxford","1046-2023","Methods",,"50-52",3,12,"557",,,,"Life Sciences"
09092,"Paris","1258-780X","Metiers de la Petite Enfance",,"155-164",10,10,"132",,,,"Social and Behavioral Sciences"
09047,"Oxford","1286-4579","Microbes and Infection",,"12",1,15,"1388",,,,"Life Sciences"
09098,"Oxford",,"Microbes and Infection with Research in Microbiology (Combined Subscription)",,"2010",2,25,"2167",,,,"Life Sciences"
12658,"Oxford","0882-4010","Microbial Pathogenesis",,"48-49",2,12,"912",,,,"Life Sciences"
10011,"Jena","0944-5013","Microbiological Research","Publication Expansion","165",1,8,"712",,,,"Life Sciences"
08532,"Oxford","0927-2771","Microbiology: Bacteriology, Mycology, Parasitology and Virology (Section 4 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"142-145",4,40,"11300",,,,"Life Sciences"
05555,"Oxford","0026-265X","Microchemical Journal",,"94-96",3,6,"1399",,,,"Chemistry and Chemical Engineering"
05298,"Oxford","0167-9317","Microelectronic Engineering",,"87",1,12,"2858",,,,"Engineering, Energy and Technology"
02094,"Oxford","0026-2692","Microelectronics Journal",,"41",1,12,"2157",,,,"Engineering, Energy and Technology"
00274,"Oxford","0026-2714","Microelectronics Reliability",,"50",1,12,"3942",,,,"Engineering, Energy and Technology"
00475,"Oxford","0968-4328","Micron",,"41",1,8,"1831",,,,"Life Sciences"
07780,"Oxford","1387-1811","Microporous and Mesoporous Materials",,"127-136",10,30,"3660",,,,"Chemistry and Chemical Engineering"
05300,"Oxford","0141-9331","Microprocessors and Microsystems",,"34",1,8,"935",,,,"Computer Science"
12094,"Oxford","0026-2862","Microvascular Research",,"79-80",2,6,"1427",,,,"Life Sciences"
12751,"Oxford","0266-6138","Midwifery",,"26",1,6,"497",,,,"Nursing"
10049,"Jena","0026-3680","Mikrokosmos (in deutscher Sprache / in German)",,"99",1,6,"106",,,,"Life Sciences"
00837,"Oxford","0892-6875","Minerals Engineering",,"23",1,15,"1814",,,,"Earth and Planetary Sciences"
08603,"Oxford","1674-5264","Mining Science and Technology (China)","Publication Expansion","20",1,6,,,,,"Earth and Planetary Sciences"
05569,"Oxford","1567-7249","Mitochondrion",,"10",1,6,"536",,,,"Life Sciences"
00457,"Oxford","0098-2997","Molecular Aspects of Medicine",,"31",1,6,"1599",,,,"Medicine"
07592,"Orlando, FL - Cell Press","1097-2765","Molecular Cell",,"37-40",4,24,"1532","1,360","1,360",,"Life Sciences"
12016,"Oxford","1096-7192","Molecular Genetics and Metabolism",,"99-101",3,12,"1378",,,,"Life Sciences"
00253,"Oxford","0161-5890","Molecular Immunology",,"47",1,16,"3863",,,,"Life Sciences"
06068,"Oxford","1574-7891","Molecular Oncology",,"4",1,6,"1090",,,,"Medicine"
12093,"Oxford","1055-7903","Molecular Phylogenetics and Evolution",,"54-57",4,12,"883",,,,"Life Sciences"
05066,"Oxford","0166-6851","Molecular and Biochemical Parasitology",,"169-174",6,12,"5168",,,,"Life Sciences"
08040,"Oxford","0303-7207","Molecular and Cellular Endocrinology",,"314-330",17,34,"6357",,,,"Life Sciences"
12091,"Oxford","1044-7431","Molecular and Cellular Neuroscience",,"43-45",3,12,"1257",,,,"Neuroscience"
12664,"Oxford","0890-8508","Molecular and Cellular Probes",,"24",1,6,"536",,,,"Life Sciences"
15805,"Oxford","0391-2000","Mondo Ortodontico",,"35",1,5,"2822",,,,"Dentistry"
15591,"Paris","1286-0115","Morphologie",,"94",1,4,"210",,,,"Life Sciences"
15654,"Paris","0245-5919","Motricite Cerebrale",,"31",1,4,"196",,,,"Life Sciences"
05075,"Oxford",,"Mutation Research (Full Set)
Comprising: 
Fundamental and Molecular Mechanisms of Mutagenesis 
DNA Repair
Genetic Toxicology and Environmental Mutagenesis 
Reviews in Mutation Research",,"2010",24,60,"14414",,,,"Life Sciences"
05069,"Oxford","0027-5107","Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis",,"683-694",12,24,"7154",,,,"Life Sciences"
05073,"Oxford","1383-5718","Mutation Research - Genetic Toxicology and Environmental Mutagenesis
Also available as part of the Mutation Research Full Set",,"695-703",9,18,"5636",,,,"Life Sciences"
05074,"Oxford","1383-5742","Mutation Research - Reviews
Also available as part of the Mutation Research Full Set",,"704-705",2,6,"1315",,,,"Life Sciences"
03072,"Oxford","0963-8695","NDT & E International",,"43",1,8,"1030",,,,"Engineering, Energy and Technology"
08656,"Oxford","1573-5214","NJAS -Wageningen Journal of Life Sciences",,"58",1,4,"528",,,,"Agricultural and Biological Sciences"
15635,"Paris","1627-4830","NPG Neurologie - Psychiatrie - Geriatrie",,"55-60",6,6,"163",,,,"Life Sciences"
08710,"Oxford","1878-7789","Nano Communication Networks",,,,,,,,,"Computer Science"
04085,"Oxford","1748-0132","Nano Today",,"5",1,6,"940",,,,"Physics and Astronomy"
13363,"Orlando, FL","1549-9634","Nanomedicine: Nanotechnology, Biology and Medicine",,"6",1,4,"992",965,,,"Medicine"
09354,"Paris","1769-7255","Nephrologie & Therapeutique",,"6",1,7,"182",,,,"Medicine"
02158,"Oxford","1353-4858","Network Security",,"2010",1,12,"1185",,,,"Computer Science"
00841,"Oxford","0893-6080","Neural Networks",,"23",1,10,"2058",,,,"Computer Science"
12097,"Oxford","1053-8119","NeuroImage",,"49-53",5,20,"1934",,,,"Neuroscience"
05577,"Oxford","0161-813X","NeuroToxicology",,"31",1,6,"532",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
07541,"Orlando, FL","0197-4580","Neurobiology of Aging",,"31",1,12,"3002","2,668",,,"Neuroscience"
12095,"Oxford","0969-9961","Neurobiology of Disease",,"37-40",4,12,"559",,,,"Neuroscience"
12098,"Oxford","1074-7427","Neurobiology of Learning and Memory",,"93-94",2,8,"1439",,,,"Neuroscience"
00643,"Oxford","0197-0186","Neurochemistry International",,"56-57",2,16,"2238",,,,"Neuroscience"
15630,"Paris","0028-3770","Neurochirurgie",,"56",1,6,"562",,,,"Medicine"
05301,"Oxford","0925-2312","Neurocomputing",,"73",1,18,"2773",,,,"Computer Science"
13090,"Orlando, FL","1052-5149","Neuroimaging Clinics of North America",,"20",1,4,"520",415,520,,"Medicine"
13312,"Orlando, FL","0733-8619","Neurologic Clinics",,"28",1,4,"482",401,482,,"Neuroscience"
08533,"Oxford","0014-4126","Neurology and Neurosurgery (Section 8 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"164-167",4,32,"8100",,,,"Neuroscience"
00973,"Oxford","0960-8966","Neuromuscular Disorders",,"20",1,12,"1332",,,,"Neuroscience"
07593,"Orlando, FL - Cell Press","0896-6273","Neuron",,"65-68",4,24,"1532","1,360","1,360",,"Neuroscience"
12719,"Oxford","0143-4179","Neuropeptides",,"44",1,6,"1715",,,,"Neuroscience"
00279,"Oxford","0028-3908","Neuropharmacology
Also available as part of the Neuroscience and Pharmacology Packages",,"58-59",2,16,"4567",,,,"Neuroscience"
